Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
88 000 DH,2013,Manuelle,Diesel,250 000 - 299 999,Opel,Astra,5,WW au Maroc,Non,7 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
175 000 DH,2015,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5,WW au Maroc,12 CV,Très bon,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
155 000 DH,2018,Manuelle,Diesel,170 000 - 179 999,Ford,Transit,5,WW au Maroc,Non,7 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
153 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Très bon,[]
65 000 DH,2013,Manuelle,Essence,190 000 - 199 999,Renault,Symbol,5,WW au Maroc,Non,7 CV,Très bon,"[""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Toit ouvrant"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
125 000 DH,2012,Automatique,Diesel,160 000 - 169 999,Audi,A3,5,WW au Maroc,Non,6 CV,Très bon,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
187 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Jeep,Renegade,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
15 000 DH,1994,Manuelle,Diesel,15 000 - 19 999,Citroen,AX,5,Oui,8 CV,Très bon,ABS,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
570 000 DH,2022,Automatique,Diesel,50 000 - 54 999,Volkswagen,Touareg,5,WW au Maroc,Oui,12 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
197 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
175 000 DH,2025,Manuelle,Diesel,0 - 4 999,Fiat,Doblo,5,WW au Maroc,Oui,6 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
88 000 DH,2017,Essence,6 CV,,,,,,,,,[]
143 000 DH,2021,Manuelle,Diesel,100 000 - 109 999,Peugeot,208,5,WW au Maroc,Non,6 CV,Très bon,[]
115 000 DH,2022,Manuelle,Essence,5 000 - 9 999,Kia,Picanto,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
110 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Peugeot,508,6 CV,,,,,[]
130 000 DH,2016,Manuelle,Diesel,Plus de 500 000,Ssangyong,Family,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
155 000 DH,2022,Manuelle,Diesel,65 000 - 69 999,Renault,Express,5,WW au Maroc,Non,6 CV,Excellent,[]
198 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Nissan,Qashqai,5,Dédouanée,Oui,6 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
340 000 DH,2023,Automatique,Diesel,70 000 - 74 999,Peugeot,3008,5,WW au Maroc,Oui,7 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
150 000 DH,2014,Automatique,Diesel,200 000 - 249 999,Volkswagen,Golf 7,5,Dédouanée,Non,7 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
17 000 DH,1990,Manuelle,Diesel,Plus de 500 000,Renault,R11,5,Importée neuve,Non,8 CV,Correct,"[""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques""]"
410 000 DH,2018,Automatique,Diesel,200 000 - 249 999,Audi,Q5,5,Importée neuve,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
122 000 DH,2017,Manuelle,Diesel,110 000 - 119 999,Volkswagen,Polo,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
90 000 DH,2013,Manuelle,Diesel,200 000 - 249 999,Peugeot,508,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
350 000 DH,2023,Automatique,Diesel,5 000 - 9 999,Kia,Sportage,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
238 000 DH,2017,Automatique,Diesel,160 000 - 169 999,BMW,X5,5,WW au Maroc,Non,12 CV,Bon,[]
62 000 DH,2011,Manuelle,Essence,200 000 - 249 999,Opel,Corsa,5,WW au Maroc,Non,6 CV,Bon,[]
184 000 DH,2021,Manuelle,Essence,25 000 - 29 999,Nissan,Juke,6 CV,Excellent,,,,[]
128 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Hyundai,ix35,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
75 000 DH,2013,Manuelle,Diesel,0 - 4 999,Fiat,Doblo,5,Dédouanée,Non,5 CV,Excellent,[]
100 000 DH,2009,Automatique,Diesel,15 000 - 19 999,Mini,Mini Coupé,3,Dédouanée,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
40 000 DH,2000,Manuelle,Essence,160 000 - 169 999,Toyota,RAV 4,3,11 CV,Bon,,,[]
87 000 DH,2013,Manuelle,Diesel,180 000 - 189 999,Seat,Ibiza,5,WW au Maroc,Non,6 CV,Très bon,[]
120 000 DH,2014,Manuelle,Diesel,10 000 - 14 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent,"[""Climatisation"", ""Vitres \u00e9lectriques"", ""Jantes aluminium""]"
200 000 DH,2017,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Tiguan,5,WW au Maroc,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
59 000 DH,2011,Manuelle,Essence,100 000 - 109 999,Mitsubishi,Colt,5,WW au Maroc,6 CV,Très bon,ABS,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
168 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Citroen,Berlingo,5,Dédouanée,Oui,6 CV,Très bon,[]
15 000 DH,1989,Manuelle,Diesel,0 - 4 999,Renault,R9,5,Dédouanée,Non,6 CV,Bon,"[""Jantes aluminium""]"
92 000 DH,2020,Automatique,Diesel,50 000 - 54 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
112 000 DH,2018,Manuelle,Essence,130 000 - 139 999,Ford,Fiesta,5,WW au Maroc,Non,5 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
149 000 DH,2017,Manuelle,Diesel,200 000 - 249 999,Ford,Focus,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
80 000 DH,2009,Automatique,Essence,170 000 - 179 999,Honda,Accord,5,WW au Maroc,Non,13 CV,Très bon,[]
88 000 DH,2007,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Golf 5,5,WW au Maroc,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
95 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Nissan,Qashqai,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
88 000 DH,2008,Manuelle,Diesel,200 000 - 249 999,Hyundai,Tucson,Dédouanée,8 CV,,,,[]
120 000 DH,2021,Automatique,Essence,60 000 - 64 999,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
139 000 DH,2023,Manuelle,Essence,35 000 - 39 999,Opel,Corsa,5,WW au Maroc,Oui,7 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
379 000 DH,2021,Automatique,Hybride,40 000 - 44 999,BMW,X1,5,Pas encore dédouanée,Oui,7 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
135 000 DH,2017,Manuelle,Diesel,75 000 - 79 999,Nissan,Micra,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
485 000 DH,2021,Automatique,Diesel,90 000 - 94 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
185 000 DH,2019,Automatique,Hybride,55 000 - 59 999,Toyota,Corolla,5,WW au Maroc,10 CV,Excellent,,[]
130 000 DH,2020,Manuelle,Diesel,170 000 - 179 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Bon,[]
68 000 DH,2007,Manuelle,Diesel,190 000 - 199 999,Renault,Laguna,5,WW au Maroc,Non,7 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
140 000 DH,2010,Automatique,Diesel,250 000 - 299 999,Kia,Sportage,5,WW au Maroc,Oui,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
97 000 DH,2011,Manuelle,Diesel,250 000 - 299 999,Seat,Ibiza,5,Dédouanée,Non,7 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
279 000 DH,2024,Manuelle,Diesel,0 - 4 999,Mitsubishi,L200,3,WW au Maroc,Oui,10 CV,Neuf,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
146 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Skoda,Octavia,Oui,8 CV,ABS,Airbags,CD/MP3/Bluetooth,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
41 000 DH,2002,Manuelle,Diesel,200 000 - 249 999,Citroen,Xsara,5,WW au Maroc,Non,7 CV,Bon,"[""Vitres \u00e9lectriques"", ""Airbags""]"
140 000 DH,2020,Manuelle,Diesel,30 000 - 34 999,Toyota,Yaris,5,Oui,5 CV,Excellent,Airbags,"[""CD/MP3/Bluetooth"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Ordinateur de bord""]"
215 000 DH,2020,Automatique,Diesel,100 000 - 109 999,Peugeot,2008,5,WW au Maroc,Non,6 CV,Excellent,[]
200 000 DH,2019,Automatique,Diesel,130 000 - 139 999,Peugeot,508,8 CV,,,,,[]
90 000 DH,2015,Manuelle,Diesel,180 000 - 189 999,Dacia,Logan,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
280 000 DH,2021,Automatique,Diesel,85 000 - 89 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
290 000 DH,2018,Automatique,Essence,65 000 - 69 999,Lexus,NX,5,WW au Maroc,Oui,14 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
111 000 DH,2018,Automatique,Essence,60 000 - 64 999,Hyundai,i10,5,WW au Maroc,Non,4 CV,Excellent,"[""Climatisation""]"
320 000 DH,2022,Automatique,Diesel,100 000 - 109 999,Volkswagen,Tiguan,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
118 000 DH,2020,Manuelle,Diesel,150 000 - 159 999,Dacia,Dokker,5,Non,6 CV,Excellent,,[]
128 000 DH,2020,Manuelle,Diesel,140 000 - 149 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Airbags"", ""Climatisation"", ""Ordinateur de bord""]"
157 000 DH,2019,Manuelle,Diesel,95 000 - 99 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
179 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Renault,Kadjar,5,WW au Maroc,Non,6 CV,Très bon,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
160 000 DH,2018,Manuelle,Diesel,150 000 - 159 999,Volkswagen,Golf 7,WW au Maroc,Oui,8 CV,Excellent,,[]
60 000 DH,2008,Manuelle,Diesel,200 000 - 249 999,Kia,Cerato,WW au Maroc,6 CV,Bon,Climatisation,Radar de recul,"[""Vitres \u00e9lectriques""]"
235 000 DH,2021,Automatique,Diesel,100 000 - 109 999,Kia,Sportage,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
149 000 DH,2021,Manuelle,Diesel,50 000 - 54 999,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,[]
68 000 DH,2009,Manuelle,Essence,80 000 - 84 999,Ford,Ka,3,Dédouanée,Oui,7 CV,Très bon,[]
270 000 DH,2018,Automatique,Diesel,200 000 - 249 999,Volvo,XC60,5,WW au Maroc,Oui,8 CV,Excellent,[]
50 000 DH,2008,Manuelle,Essence,170 000 - 179 999,Daihatsu,Sirion,5,Dédouanée,Non,4 CV,Très bon,[]
183 000 DH,2019,Automatique,Diesel,200 000 - 249 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Excellent,[]
45 000 DH,2002,Automatique,Diesel,350 000 - 399 999,Citroen,Xsara,5,Dédouanée,Non,8 CV,Bon,"[""CD/MP3/Bluetooth"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
85 000 DH,2010,Manuelle,Diesel,0 - 4 999,Mazda,BT-50,5,WW au Maroc,Non,10 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Airbags""]"
225 000 DH,2020,Automatique,Diesel,100 000 - 109 999,Volkswagen,Coccinelle,3,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
25 000 DH,1989,Manuelle,Diesel,450 000 - 499 999,Renault,19,5,Dédouanée,Oui,7 CV,Bon,[]
34 000 DH,1998,Manuelle,Diesel,200 000 - 249 999,Fiat,Uno,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
