Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
330 000 DH,2023,Automatique,Diesel,30 000 - 34 999,BMW,Série 1,6 CV,,,,,[]
192 000 DH,2012,Automatique,Diesel,180 000 - 189 999,Audi,A6,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
110 000 DH,2009,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Caddy,5,Dédouanée,Non,8 CV,Excellent,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
128 000 DH,2014,Manuelle,Diesel,110 000 - 119 999,Renault,Captur,3,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
135 000 DH,2013,Automatique,Diesel,200 000 - 249 999,Mazda,CX-5,5,Dédouanée,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
68 000 DH,2000,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Golf 4,Dédouanée,8 CV,ABS,Airbags,Climatisation,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
69 000 DH,2009,Manuelle,Diesel,40 000 - 44 999,Renault,Kangoo,WW au Maroc,Non,4 CV,Excellent,Jantes aluminium,[]
232 000 DH,2021,Automatique,Diesel,75 000 - 79 999,Jeep,Cherokee,5,WW au Maroc,Oui,9 CV,Très bon,[]
160 000 DH,2015,Manuelle,Diesel,15 000 - 19 999,Volkswagen,Golf 7,5,WW au Maroc,Oui,8 CV,Excellent,[]
215 000 DH,2016,Manuelle,Diesel,170 000 - 179 999,Volkswagen,Caddy,5,Dédouanée,Oui,5 CV,Très bon,[]
98 000 DH,2010,Manuelle,Diesel,160 000 - 169 999,Hyundai,Santa Fe,5,WW au Maroc,Oui,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
55 000 DH,2000,Manuelle,Diesel,30 000 - 34 999,Volkswagen,Golf 4,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS""]"
73 000 DH,2010,Manuelle,Diesel,0 - 4 999,Kia,Sportage,5,Dédouanée,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
50 000 DH,2007,Manuelle,Essence,200 000 - 249 999,Kia,Picanto,5 CV,,,,,[]
98 000 DH,2019,Manuelle,Diesel,10 000 - 14 999,Dacia,Dokker,5,WW au Maroc,Oui,5 CV,Très bon,[]
75 000 DH,2007,Manuelle,Diesel,300 000 - 349 999,Opel,Astra,5,WW au Maroc,Non,7 CV,Très bon,"[""Limiteur de vitesse"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ABS"", ""Vitres \u00e9lectriques""]"
390 000 DH,2020,Automatique,Essence,65 000 - 69 999,Ford,Mustang,Dédouanée,13 CV,Excellent,ABS,Airbags,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
260 000 DH,2018,Manuelle,Diesel,70 000 - 74 999,Jeep,Wrangler,5,WW au Maroc,Oui,11 CV,Bon,[]
129 000 DH,2022,Manuelle,Diesel,100 000 - 109 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS""]"
79 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Peugeot,301,6 CV,,,,,[]
410 000 DH,2021,Automatique,Diesel,100 000 - 109 999,BMW,Série 5,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
36 000 DH,1987,Manuelle,Diesel,10 000 - 14 999,Volkswagen,Golf 2,5,Importée neuve,Non,6 CV,Très bon,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
108 000 DH,2019,Manuelle,Diesel,150 000 - 159 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,[]
53 000 DH,2005,Manuelle,Diesel,200 000 - 249 999,Kia,Sorento,5,WW au Maroc,Non,10 CV,Excellent,"[""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
479 000 DH,2018,Automatique,Diesel,85 000 - 89 999,Land Rover,Range Rover Velar,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
210 000 DH,2017,Automatique,Diesel,160 000 - 169 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
495 000 DH,2021,Automatique,Diesel,20 000 - 24 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Très bon,[]
250 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Jeep,Compass,5,WW au Maroc,Oui,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
290 000 DH,2018,Automatique,Diesel,180 000 - 189 999,Audi,A3,5,WW au Maroc,Non,8 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
170 000 DH,2011,Automatique,Diesel,250 000 - 299 999,BMW,X6,5,Importée neuve,Non,12 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
390 000 DH,2018,Automatique,Diesel,160 000 - 169 999,Mercedes-Benz,Classe C,5,Dédouanée,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
235 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Volkswagen,Golf 7,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
155 000 DH,2019,Manuelle,Diesel,190 000 - 199 999,Dacia,Duster,5,WW au Maroc,Non,6 CV,Bon,"[""Jantes aluminium"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques""]"
60 000 DH,2006,Manuelle,Diesel,140 000 - 149 999,Volkswagen,Polo,5,WW au Maroc,Oui,8 CV,Très bon,"[""Climatisation"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
132 000 DH,2015,Manuelle,Diesel,10 000 - 14 999,Renault,Captur,5,Dédouanée,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
100 000 DH,2015,Manuelle,Diesel,140 000 - 149 999,Hyundai,Accent,5,WW au Maroc,Non,6 CV,Très bon,"[""Climatisation"", ""Airbags"", ""Vitres \u00e9lectriques""]"
250 000 DH,2017,Automatique,Diesel,85 000 - 89 999,BMW,X1,5,WW au Maroc,Oui,8 CV,Excellent,[]
67 000 DH,2009,Manuelle,Diesel,300 000 - 349 999,Dodge,Caliber,5,WW au Maroc,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
112 000 DH,2015,Manuelle,Diesel,130 000 - 139 999,Volkswagen,Polo,5,WW au Maroc,Non,5 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS""]"
520 000 DH,2020,Automatique,Diesel,80 000 - 84 999,Audi,Q3,5,Importée neuve,Non,8 CV,Neuf,[]
140 000 DH,2014,Manuelle,Diesel,140 000 - 149 999,Mini,Cooper,5,Dédouanée,Non,10 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Airbags"", ""Climatisation"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
60 000 DH,2009,Manuelle,Diesel,0 - 4 999,Dacia,Logan,5,WW au Maroc,Non,7 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
98 000 DH,2014,Manuelle,Diesel,170 000 - 179 999,Volkswagen,Golf 6,5,WW au Maroc,Non,5 CV,Très bon,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
67 000 DH,2008,Manuelle,Essence,150 000 - 159 999,Kia,Picanto,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
54 000 DH,2009,Manuelle,Essence,200 000 - 249 999,Peugeot,207,5,WW au Maroc,Non,8 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Airbags"", ""ESP"", ""Radar de recul"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
180 000 DH,2011,Manuelle,Diesel,300 000 - 349 999,Toyota,Hilux,5,WW au Maroc,Non,10 CV,Excellent,"[""Ordinateur de bord"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
235 000 DH,2015,Automatique,Diesel,150 000 - 159 999,BMW,Série 5,8 CV,,,,,[]
127 000 DH,2012,Manuelle,Diesel,160 000 - 169 999,Ford,C-Max,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
258 000 DH,2019,Automatique,Diesel,80 000 - 84 999,Volkswagen,Polo,Importée neuve,8 CV,,,,[]
105 000 DH,2018,Manuelle,Diesel,200 000 - 249 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Très bon,[]
95 000 DH,2018,Manuelle,Diesel,200 000 - 249 999,Renault,Clio,WW au Maroc,7 CV,,,,[]
65 000 DH,2012,Manuelle,Diesel,85 000 - 89 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""R\u00e9gulateur de vitesse""]"
659 000 DH,2021,Automatique,Essence,65 000 - 69 999,Audi,Q3,5,Importée neuve,Oui,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
162 000 DH,2016,Manuelle,Diesel,120 000 - 129 999,Hyundai,ix35,5,WW au Maroc,Non,7 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
22 000 DH,1989,Manuelle,Diesel,450 000 - 499 999,Peugeot,405,5,Dédouanée,Non,7 CV,Très bon,"[""Jantes aluminium""]"
55 000 DH,2003,Manuelle,Diesel,200 000 - 249 999,Peugeot,206,5,WW au Maroc,Non,6 CV,Bon,[]
65 000 DH,2007,Manuelle,Essence,190 000 - 199 999,Renault,Clio,5,Non,7 CV,Bon,Airbags,[]
120 000 DH,2013,Manuelle,Diesel,200 000 - 249 999,Ford,C-Max,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
355 000 DH,2019,Automatique,Diesel,160 000 - 169 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
530 000 DH,2017,Automatique,Diesel,100 000 - 109 999,Porsche,Cayenne,5,Importée neuve,Oui,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
205 000 DH,2013,Automatique,Diesel,180 000 - 189 999,Mercedes-Benz,Classe C,Dédouanée,9 CV,Excellent,,,[]
132 000 DH,2016,Manuelle,Diesel,190 000 - 199 999,Hyundai,i30,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
167 000 DH,2021,Manuelle,Diesel,35 000 - 39 999,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
117 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Peugeot,508,WW au Maroc,Non,6 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
198 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
235 000 DH,2016,Automatique,Diesel,130 000 - 139 999,Jaguar,XF,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
70 000 DH,2004,Manuelle,Diesel,400 000 - 449 999,Volkswagen,Golf 5,5,WW au Maroc,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
138 000 DH,2013,Automatique,Diesel,150 000 - 159 999,Mini,CountryMan,5,Importée neuve,Non,8 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
119 000 DH,2019,Manuelle,Diesel,110 000 - 119 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,[]
180 000 DH,2022,Manuelle,Diesel,25 000 - 29 999,Opel,Corsa,5,WW au Maroc,Non,6 CV,Excellent,[]
188 000 DH,2017,Automatique,Diesel,100 000 - 109 999,Volkswagen,Coccinelle,3,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS""]"
120 000 DH,2014,Automatique,Diesel,130 000 - 139 999,Alfa Romeo,Giulietta,5,8 CV,Très bon,ABS,Airbags,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
185 000 DH,2020,Automatique,Hybride,85 000 - 89 999,Toyota,Corolla,5,WW au Maroc,Non,10 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
289 000 DH,2024,Automatique,Diesel,0 - 4 999,Peugeot,308,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
20 000 DH,1991,Manuelle,Diesel,0 - 4 999,Renault,19,WW au Maroc,Plus de 41 CV,Très bon,,,[]
360 000 DH,2020,Automatique,Diesel,65 000 - 69 999,Volkswagen,Golf 8,5,Dédouanée,Oui,8 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
270 000 DH,2016,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover Sport,5,WW au Maroc,Non,12 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
